source,url,question,answer,wrong_answer
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Want to give toward medical supplies?,"[Relief International](https://www.ri.org/donate/), which operates in 16 countries throughout Africa, the Middle East and Asia, has focused some of its efforts on helping Iran, where more than 20,000 infections and at least 1,500 deaths have been reported.  [Heart to Heart International](https://www.hearttoheart.org/covid-19-update/) is distributing urgently needed equipment and medication to its partners around the world. Medical supplies are also being delivered to providers on the front lines.","You can. Donor blood is not being used to treat coronavirus patients, but transfusions are still needed for cases like organ transplants or complications of childbirth.  But thousands of community blood drives have been canceled, cutting short a crucial supply.  The American Red Cross is still collecting donations at blood banks, which have enacted new safety measures to prevent the spread of the coronavirus. Those measures include checking the temperatures of staff members and donors before they enter a drive facility, providing hand sanitizer for use before and during the donation process, enhancing their disinfection of surfaces and equipment, and spacing beds — when possible — to enable social distancing between donors.  And even if you’re under a stay-at-home order, donating blood is an essential need, so public health officials have made an exception for your trip to the donation center.  To find a donation center, check the American Association of Blood Banks [locator](http://www.aabb.org/tm/donation/Pages/Blood-Bank-Locator.aspx), visit the Red Cross [website](https://www.redcrossblood.org/) or call 1-800-RED-CROSS."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Want to simply give money?,"[GlobalGiving](https://www.globalgiving.org/projects/coronavirus-relief-fund/) is a large global crowdfunding community that connects nonprofits, donors and companies. It has set a goal of reaching $5 million in donations. Money received will go toward sending emergency medical workers to communities in need, providing medical supplies to hospitals and helping deliver essentials to families.","Authorities in different states have used different phrases while asking people to stay home.  Generally, it means you should limit trips outside except for essential needs. You can still go for walks and exercise, but do it in a way that keeps you several feet away from other people. You can still go to the grocery store, but try to go once a week instead of more frequently. And wash your hands when you come back inside."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,I have a sewing machine. Should I make masks?,"The C.D.C.[ ](https://www.nytimes.com/2020/04/02/health/masks-coronavirus- cdc.html)[recommends](https://www.nytimes.com/2020/04/02/health/masks- coronavirus-cdc.html) that all Americans wear cloth masks if they go out in public. This shift in federal guidance, announced by President Trump at a White House briefing, reflects[ ](https://www.nytimes.com/2020/03/31/health/coronavirus-asymptomatic- transmission.html)[new concerns that the coronavirus is being spread by infected people who have no symptoms](https://www.nytimes.com/2020/03/31/health/coronavirus-asymptomatic- transmission.html).  Those who are sick with the coronavirus [can help limit the spread](https://www.nytimes.com/2020/03/27/health/us-coronavirus-face- masks.html) of respiratory droplets by wearing a mask, and that applies to those who are asymptomatic or undiagnosed as well. Plus, some organizations are using fabric masks as a temporary stopgap (civilians should not use [medical-grade masks](https://www.nytimes.com/article/face-masks- coronavirus.html), which are in short supply and must be reserved for health care workers on the front line). The Sewing and Craft Alliance is continuously updating a list of [health care facilities](https://www.weneedmasks.org/list/) that have asked for fabric mask donations.  The New York Times and other news outlets had been reporting the C.D.C.’s previous guidance.","This decision is personal and depends on your tolerance for risk. Many places around the world have ordered — or strongly urged — residents to stay indoors, unless they absolutely need to be outside.  If you can avoid the subway, that may be smart, but if you can’t, there are things you can do to minimize your risk. Avoid jam-packed cars. If you need to hold onto a pole, use a disposable glove that you can throw away when you leave the subway.[ Avoid touching your face.](https://www.nytimes.com/2020/03/05/health/stop-touching-your-face- coronavirus.html) At the grocery store, wipe the handle of the grocery cart with a disinfecting wipe and wash your hands as soon as you get home."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,I have older neighbors. How can I help them?,"Older people seem to be particularly susceptible to contracting the coronavirus, according to health officials. Some are staying at home and, as a precaution, may not open their doors to visitors.  One way to check on homebound older residents without jeopardizing their health is to call or send a text, [said Eric. S. Goldstein](https://www.nytimes.com/2020/03/12/nyregion/nyc-coronavirus-help- volunteer.html), the chief executive officer of the UJA-Federation of New York, which provides food, health care and other services to people in need.  If telephone calls and texts are not an option, “talk through the door,” Mr. Goldstein said. Because some people may recoil at the suggestion that they are not self-sufficient, Mr. Goldstein suggested offering to help in a low-key way, such as saying, “I’m running to the market, can I get you anything?”","You shouldn’t. But if Skype, FaceTime or another app is an option, you can make a virtual visit. And there’s always the old-fashioned telephone call, too.  The virus is especially bad for older people like your grandma and grandpa, which means it’s even more important for them to [stay away from](https://www.nytimes.com/2020/03/20/parenting/grandparents-visit-safety- coronavirus.html) other people. It can be hard, but this keeps them healthier."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,What does ‘stay at home’ mean?,"Authorities in different states have used different phrases while asking people to stay home.  Generally, it means you should limit trips outside except for essential needs. You can still go for walks and exercise, but do it in a way that keeps you several feet away from other people. You can still go to the grocery store, but try to go once a week instead of more frequently. And wash your hands when you come back inside.","__ Watching your balance go up and down can be scary. You may be wondering if you should decrease your contributions —[don’t](https://www.nytimes.com/2020/03/12/business/coronavirus-401k-contributions.html)! In fact, if your employer matches any part of your contributions, make sure you’re at least saving as much as you can to get that “free money.”  Many components of the stimulus package, passed on March 27, include changes to rules regarding retirement account withdrawals, borrowing and penalties."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,I’m stuck inside. Help?,"Stay home to [flatten the curve](https://www.nytimes.com/2020/03/11/science/coronavirus-curve- mitigation-infection.html), and don’t lose your mind by doing different activities like working your way through the [best 50 movies on Netflix right now](https://www.nytimes.com/interactive/2019/arts/television/best-movies-on- netflix.html), or by checking out the books on the nightstand you’ve been ignoring. Looking for new reading material? Check out this list of [52 books for 52 places](https://www.nytimes.com/2020/02/28/books/travel- reading-52-books-for-52-places-2020.html) so you can escape to a far away destination without dealing with travel restrictions or risk of illness.  Be sure to get up and stretch, because [exercise](https://www.nytimes.com/guides/well/how-to-build-muscle) can help burn off pent up energy. Here’s a [quick guide to an at-home workout](https://int.nyt.com/data/documenthelper/204-strength-home- workout-1/ac351695049524bfb879/optimized/full.pdf) where the only equipment you need is a resistance band. While you’re moving, spend some time disinfecting surfaces in your home to keep everything clean. The C.D.C. [recommends you clean and disinfect](https://www.cdc.gov/coronavirus/2019-ncov/prepare/prevention.html) high-contact surfaces, including tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks every day.  And check in with your loved ones. Social distancing doesn’t mean disconnecting from those you care about, and older relatives and friends are susceptible to loneliness, which researchers have found [comes with its own set of health hazard](https://www.nytimes.com/2016/09/06/health/lonliness- aging-health-effects.html)s. So make sure to FaceTime your parents and grandparents.  And if you have done all of those things, [watch this video](https://twitter.com/Schwarzenegger/status/1239383795205169152) of Arnold Schwarzenegger feeding a pony and a donkey in his kitchen.","It depends. Schools are closed for different lengths of time, and it's unclear when it will be safe to go back. Some schools are trying learning-from-home programs, and others are offering free lunches for pick-up. Ask your parents."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I make my home safer?,"So, you’re at home, like millions of other Americans. There are some simple practices there that you can follow to help reduce the risk of being exposed to or spreading the virus. Always remember the basics, like washing your hands frequently (and reminding members of your household to do so) and having two weeks worth of meals and any other essentials.  But don’t forget about cleaning and disinfecting frequently touched surfaces daily; that includes the interior of your vehicle, like the steering wheel. And when doing laundry, use the warmest appropriate setting and dry items fully.","Authorities in different states have used different phrases while asking people to stay home.  Generally, it means you should limit trips outside except for essential needs. You can still go for walks and exercise, but do it in a way that keeps you several feet away from other people. You can still go to the grocery store, but try to go once a week instead of more frequently. And wash your hands when you come back inside."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Is it ethical to order delivery in a pandemic?,"It’s a complicated question, right? Officials are telling us to stay indoors and away from others. At the same time, you need food or, as importantly, medicine. But what about the health of the delivery workers who come to your door? How do we keep each other safe?  For [older Americans](https://www.cdc.gov/aging/emergency/pdf/SIP-pan-flu- injects.pdf) and those with health problems who are most at risk if they contract the coronavirus, having goods delivered makes sense. Some companies, [like Postmates](https://blog.postmates.com/introducing-non-contact- deliveries-ac2f23462909) and [Instacart](https://www.businessinsider.com/coronavirus-instacart-delivers- groceries-without-human-contact-2020-3), have begun offering non-contact or curbside deliveries. [European companies](https://techcrunch.com/2020/03/12/europes-deliveroo-and-glovo- switch-on-contactless-delivery-during-covid-19-pandemic/) are doing it, too.  Those services have a large network in place, though, which means their businesses are likely to thrive. Smaller retailers will not as Americans eschew restaurants, bars and specialty stores. That is why some restaurants are promoting delivery services as a way to stay in business, and why some cities that have ordered restaurants and bars to close have made exceptions for places providing delivery and takeout.  But what about delivery workers? Some groups, like Gig Workers Rising, are demanding that employers like Doordash and Instacart do more to protect them on the job. Recently, the group started [a petition](https://www.coworker.org/petitions/demand-gig-economy-companies- give-paid-sick-time-off-during-coronavirus) asking companies to provide paid time off to drivers who become sick during the coronavirus outbreak and cannot work.  The bottom line is this: Online deliveries are a boon for those who cannot leave their homes, as well as small restaurants who fear going out of business. But at the same time it comes with a risk to drivers and delivery workers who fear the loss of income if they get sick. At a minimum, everyone should generously tip their drivers for the service.","Yes! Getting exercise outside is a great alternative to going to the gym, where touching high-contact equipment can pose a risk (if your gym is even still open). A [study last year found infectious germs](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339305/) on about a third of the surfaces at 16 different fitness facilities. Exercise boosts our immune systems, and even a single workout can improve our ability to fight off germs, [according to the latest research](https://www.nytimes.com/2020/03/04/well/move/exercise-immunity- infection-coronavirus.html). Even if you just hang out in a park, rather than go for a jog or a walk, getting some fresh air, and hopefully sunshine, is a good idea."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,How do I make working at home easier? __,"It’s a tough one. The writer Jen A. Miller [offers these tips](https://www.nytimes.com/2020/03/12/smarter-living/how-to-work-from-home- if-youve-never-done-it-before.html): Keep the same schedule, schedule breaks and proactively stay in touch with others to avoid suffering from isolation. That could mean emailing colleagues more often or holding video conferences to keep in touch. If all else fails, [get a dog.](https://www.nytimes.com/2020/03/12/smarter-living/how-to-work-from-home- if-youve-never-done-it-before.html) At the end of the day, put away your laptop and other work materials so that you can unwind.","With airlines cutting trans-Atlantic flights and cruise lines canceling sailings, travel conditions and refund policies are changing daily.  Keep an eye on social media and official communications from your airline, hotel, cruise or wherever you booked to stay up to date with any changes to refund policies. And expect long wait times if you do need to contact a company."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Should I stock up on groceries?,"No one knows how long many of us will have to work from or stay home, so having food and supplies on hand is essential. Melissa Clark, a cookbook author and food writer for the Times, [recently wrote about ](https://www.nytimes.com/2020/03/06/dining/how-to-stock-a- pantry.html)stocking your pantry.  But experts say people should not hoard food or supplies. Despite the empty appearance of store shelves, food suppliers and retailers [say the supply chain remains strong](https://www.nytimes.com/2020/03/15/business/coronavirus- food-shortages.html). In the meantime, plan two weeks of meals. Substitute ingredients if you are missing something. Be creative. And don’t forget to be generous with your neighbors.","The health minister of France, Olivier Véran, recently left global health officials puzzled when he [warned that people](https://www.nytimes.com/2020/03/17/health/coronavirus-ibuprofen.html) ill with the coronavirus should stay away from painkillers like ibuprofen and aspirin. He said such nonsteroidal anti-inflammatories, or Nsaids, could aggravate symptoms of the coronavirus, and suggested that people take acetaminophen instead.  Because the coronavirus is a new pathogen, there is not a lot known on how patients respond to common medications, but other experts pushed back on the French minister’s warning.  “It’s all anecdote, and fake news off the anecdotes,” said Dr. Garret FitzGerald, chair of the department of pharmacology at the Perelman School of Medicine at the University of Pennsylvania.  The World Health Organization has said that it is aware of no research showing that ibuprofen should not be taken by patients with Covid-19, and the F.D.A. said it was investigating the issue further and would provide more information when it becomes available."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I have friends over?,"You shouldn’t. As the outbreak has progressed, officials around the world have banned increasingly smaller gatherings: 500 people, to 250, to 50, to 10. In mid-March, Germany [banned groups](https://www.nytimes.com/2020/03/22/world/europe/germany-coronavirus- budget.html) larger than two.  Social distancing means that unless you are already sharing a home with someone, you should not interact with them if you can help it. Instead of having people over for dinner or a game night, try talking to them outside — while you all stay several feet apart.","The federal government can impose quarantines under the Public Health Service Act to prevent the spread of communicable disease into the United States or between states. They’re [considered a measure of last resort](https://www.nytimes.com/2020/03/12/us/coronavirus-quarantine- questions.html) when there’s no other way to stop the spread of a deadly disease. On the state and local level, the laws vary depending on the region.  Still, the U.S. government doesn’t have the authority to impose a quarantine as sweeping as China, which confined some 70 million people in the largest effort in history. In the U.S., quarantines have been very rare. The last one was in the 1960s against a suspected smallpox outbreak. Health warnings are more common, like in 2016 when the C.D.C. advised pregnant women to avoid Southern Florida during an outbreak of the Zika virus."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I still get mail?,"The U.S. Postal Service, UPS and FedEx are still delivering the mail, but to continue doing so requires a healthy work force, and at least 20 postal workers have tested positive for the virus. Workers for UPS and FedEx [share similar fears](https://www.nytimes.com/2020/03/23/us/coronavirus-post-office- workers.html) about contracting the virus, especially at warehouses where the mail is handled. Increasingly, letter carriers and delivery people are leaving packages on doorsteps and limiting close interaction with residents.  A recent study found that the virus disintegrates over about 24 hours on cardboard, suggesting that packages may have only low levels of the virus — unless the delivery person has coughed or sneezed on it or has handled it with contaminated hands. If you are concerned about the risk, wipe down packages with disinfectant wipes and wash your hands.","One of the most important [things you can do to help manage your grief](https://www.nytimes.com/2020/03/23/well/family/coronavirus-grief- loss.html) includes acknowledging it in the first place. “The more we can say to ourselves and the people around us, ‘Yes, these are meaningful losses,’ the more seen and soothed we will feel,” Lori Gottlieb, a therapist and author, recently wrote in The Times.  Ms. Gottlieb recommends staying in the present as much as possible, versus thinking about the future or ruminating on things that haven’t happened yet. Try the [“both/and”](https://www.theatlantic.com/family/archive/2020/03/a-therapists- guide-to-emotional-health-in-a-pandemic/608161/) method: Let yourself feel your loss in the present while simultaneously promoting feelings of safety by taking actions like reading a book or video-chatting a friend. And realize that there’s no one-size-fits-all for grief -- everyone expresses it differently. Let yourself do whatever makes you feel best, whether that’s taking some alone time in your room or stress-cooking."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,How can I exercise if I’m cooped up all day?,"Gyms are closed, and you can’t get close to people, so contact sports are out of the question. But it’s still possible to get your heart pumping and body moving.  [A running boom is taking off](https://www.nytimes.com/2020/03/19/sports/running-exercise- coronavirus.html), courtesy of the coronavirus, and several gyms, health clubs and yoga studios are now [offering classes online](https://www.nytimes.com/2020/03/20/style/self-care/isolation-exercise- meditation-coronavirus.html).  “Every little bit of movement counts,” said Dani Johnson, a physical therapist at the [Mayo Clinic Healthy Living Program](https://healthyliving.mayoclinic.org/). “So when we’re confined to our home, move, move, move.”  You don’t need fancy equipment or a lot of time; you just need to weave exercise into your schedule.","Unlike the flu, there is no known treatment or vaccine, and little is known about this particular virus so far. It seems to be more lethal than the flu, but the numbers are still uncertain. And it hits the elderly and those with underlying conditions particularly hard — not just those with respiratory diseases."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I get my pet sick? Can my pet get me sick?,"There is no evidence that pets such as dogs or cats can spread the coronavirus, according to [the World Health Organization](https://www.who.int/docs/default-source/inaugural-who-partners- forum/coronavirus-poster-english-srilanka.pdf?sfvrsn=289dedc3_0) and [the C.D.C.](https://www.cdc.gov/coronavirus/2019-ncov/prepare/animals.html)  A dog owned by a coronavirus patient in Hong Kong [showed some level of virus](https://www.nytimes.com/2020/03/04/science/animals-pets- coronavirus.html) in its nose and mouth, what researchers called a “weak positive.” But health authorities said it was likely a case of a human transmitting it to the dog, not the other way around, and that people should not be worried about the welfare of their pets.","Depending on where you want to go, not easily. In March, as more and more governments around the world hoped to slow the spread of the coronavirus, they[ began to impose travel restrictions](https://www.nytimes.com/article/coronavirus-travel- restrictions.html) and even close their borders.  In the United States, President Trump has said he is considering some restrictions on domestic travel. (The military has curtailed domestic travel for service members and their families.)  And if you do go anywhere, remember to [practice social distancing](https://www.nytimes.com/2020/03/16/smarter-living/coronavirus- social-distancing.html): stay away from groups and keep at least six feet of distance between you and other people."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,My kids are scared. What can I tell them?,"Before you talk to your children, it’s important to [understand your own anxiety and keep it in check.](https://parenting.nytimes.com/childrens- health/coronavirus-kids-talk) If your child is worried about the coronavirus, listen to him or her, rather than respond with comments like, “It’ll be fine.” Dismissive reactions can make children feel like they’re not being heard, said Abi Gewirtz, a clinical psychologist and professor at the University of Minnesota.  Emphasize the importance of washing hands after using the bathroom and before or after meals. Children (and adults) should sing [“Happy Birthday” ](https://www.cdc.gov/handwashing/when-how-handwashing.html)twice to make sure they’ve been washing their hands for at least 20 seconds. You should also frame school cancellation as positive — more time to have more fun at home! — and encourage your children to get exercise.","__ If you lost your job (and with it your health insurance), or even if you never signed up for a policy, you may have options. Some states and employers have loosened the rules around when you can sign up for insurance because of the pandemic.  There’s also the possibility of continuing your job-based coverage under a law known as the Consolidated Omnibus Budget Reconciliation Act, or COBRA; applying for Medicaid with your state agency; or getting an individual plan at Healthcare.gov. [It depends on your circumstances](https://www.nytimes.com/2020/03/25/upshot/coronavirus-health- insurance-faq.html) which route makes sense."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,"My state isn’t under any orders to stay at home. So I don’t have to, right?","The situation is changing daily, as it becomes clear the outbreak has spread to more parts of the country. The federal government is largely leaving the decision up to states, and some state leaders are leaving the decision up to local authorities. Even if you aren’t being told to stay at home, it’s still a good idea to limit trips outside and your interaction with other people.","Coronaviruses are a large family of viruses that infect animals and people. In February, the W.H.O. gave official names to both this virus (SARS-CoV-2, for severe acute respiratory syndrome coronavirus 2) and the disease it causes (Covid-19, for coronavirus disease 2019).  You may have heard it called the “new” or “novel” coronavirus, and those mean just what they sound like: that it’s new."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I go to the park?,"Yes! Getting exercise outside is a great alternative to going to the gym, where touching high-contact equipment can pose a risk (if your gym is even still open). A [study last year found infectious germs](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339305/) on about a third of the surfaces at 16 different fitness facilities. Exercise boosts our immune systems, and even a single workout can improve our ability to fight off germs, [according to the latest research](https://www.nytimes.com/2020/03/04/well/move/exercise-immunity- infection-coronavirus.html). Even if you just hang out in a park, rather than go for a jog or a walk, getting some fresh air, and hopefully sunshine, is a good idea.","It seems to spread very easily from person to person, especially in homes, hospitals and other confined spaces. The pathogen can be carried on tiny respiratory droplets that fall as they are coughed or sneezed out."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Should I get on the subway? Go to the grocery store?,"This decision is personal and depends on your tolerance for risk. Many places around the world have ordered — or strongly urged — residents to stay indoors, unless they absolutely need to be outside.  If you can avoid the subway, that may be smart, but if you can’t, there are things you can do to minimize your risk. Avoid jam-packed cars. If you need to hold onto a pole, use a disposable glove that you can throw away when you leave the subway.[ Avoid touching your face.](https://www.nytimes.com/2020/03/05/health/stop-touching-your-face- coronavirus.html) At the grocery store, wipe the handle of the grocery cart with a disinfecting wipe and wash your hands as soon as you get home.","With so much advice telling people to stay home, it can be hard to know when emergency treatment is necessary. The Centers for Disease Control and Prevention said these symptoms should prompt you to seek emergency care.  • Difficulty breathing  • Persistent pain or pressure in the chest  • Confusion or inability to arouse  • Bluish lips or face  • Any other symptom that is severe or concerning"
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,What’s an essential service? Who decides that?,"In places where officials have called for workplaces to be shuttered, there are exemptions for “essential” services and businesses. Those institutions can remain open for customers and have workers onsite.  In the United States there are[ ](https://www.cisa.gov/identifying-critical- infrastructure-during-covid-19)[federal guidelines](https://www.cisa.gov/identifying-critical-infrastructure-during- covid-19) for what is considered an essential service, but decisions are often made at the state level. For example, here are some lists of essential services in[ ](http://www.apple.com)[New York](https://www.governor.ny.gov/news/governor-cuomo-issues-guidance- essential-services-under-new-york-state-pause-executive-order),[ ](https://www.mass.gov/doc/covid-19-essential- services)[Massachusetts](https://www.mass.gov/doc/covid-19-essential- services),[ ](https://covid19.ca.gov/stay-home-except-for-essential- needs/)[California](https://covid19.ca.gov/stay-home-except-for-essential- needs/) and[ ](https://www2.illinois.gov/sites/coronavirus/FAQ/Pages/Stay-At- Home- FAQS.aspx#qst7)[Illinois](https://www2.illinois.gov/sites/coronavirus/FAQ/Pages/Stay- At-Home-FAQS.aspx#qst7). All four states consider pharmacies, gas stations, laundromats and groceries to be essential, and all of them say restaurants can stay open for take-out and delivery orders.  Typically, essential services also include utilities, telecommunications and transportation providers; animal shelters and veterinary services; manufacturers and distributors of basic goods; and child care for those who work in essential services.","People around the United States are being told to stay home, but you might still need to make a road trip, whether to care for a loved one or for work.  If so, follow a general rule: “Don’t go far, stay in your car,” said Robert Sinclair Jr., a Northeast regional spokesman for AAA.  Mr. Sinclair offered other advice. When pumping gas, sanitize your hands after replacing the pump and before you touch the car door handle, steering wheel and any other part of the vehicle. If an attendant pumped the gas for you, sanitize your credit card after it is handed back to you.  Minimize bathroom breaks as much as possible. While this advice goes against AAA’s general advice to take a break every 100 miles, Mr. Sinclair said drivers could rest in vehicles at scenic overlooks or in parking lots of rest stops. Otherwise, wash your hands after using a public restroom and before touching your car.  And remember: With guidelines on travel changing rapidly state by state, the rules at your starting point may be different than the rules at your destination."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,What are my rights if I’m worried about going to work?,"Employers have to provide[ ](https://www.osha.gov/SLTC/covid-19/standards.html)[a safe workplace](https://www.osha.gov/SLTC/covid-19/standards.html) with policies that protect everyone equally. And if one of your co-workers tests positive for Covid-19, the C.D.C. has said that[ ](https://www.cdc.gov/coronavirus/2019-ncov/community/guidance-business- response.html)[employers should tell their employees](https://www.cdc.gov/coronavirus/2019-ncov/community/guidance- business-response.html) \-- without giving you the sick employee’s name -- that they may have been exposed to the virus.  [Many states have stay-at-home orders](https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home- order.html), but even if your employment is exempt and requires you to come in, you could still ask about working from home. Otherwise, you’d probably have to use paid time off or take a leave of absence — if that’s an option.","The health minister of France, Olivier Véran, recently left global health officials puzzled when he [warned that people](https://www.nytimes.com/2020/03/17/health/coronavirus-ibuprofen.html) ill with the coronavirus should stay away from painkillers like ibuprofen and aspirin. He said such nonsteroidal anti-inflammatories, or Nsaids, could aggravate symptoms of the coronavirus, and suggested that people take acetaminophen instead.  Because the coronavirus is a new pathogen, there is not a lot known on how patients respond to common medications, but other experts pushed back on the French minister’s warning.  “It’s all anecdote, and fake news off the anecdotes,” said Dr. Garret FitzGerald, chair of the department of pharmacology at the Perelman School of Medicine at the University of Pennsylvania.  The World Health Organization has said that it is aware of no research showing that ibuprofen should not be taken by patients with Covid-19, and the F.D.A. said it was investigating the issue further and would provide more information when it becomes available."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I take my laundry to a laundromat? Is that safe?,"The C.D.C. has guidelines about laundry. It says do not shake dirty laundry, to minimize the possibility of dispersing the virus through the air. If possible, wash items using the warmest water setting, and dry thoroughly. Dirty laundry that has been in contact with an ill person can be washed with other people’s items, the C.D.C. said.  Clean and disinfect hampers or other carts for transporting laundry, according to the guidelines for cleaning surfaces.  The need for physical distancing has prompted some laundromats to dismantle their seating areas, according to Planet Laundry, the magazine of the Coin Laundry Association. Some laundromats are asking people to stay in their cars during their wash and dry cycles, and some have removed chairs and tables to discourage people from mingling.  Commercial-grade washers and dryers operate at higher temperatures and with more rigorous mechanical action that, when combined with hot water and proper detergent use, can effectively flush contaminants from clothing better than residential machines, says the association, which represents 30,000 small businesses.","Of course, eating too much or too little in the short term is not a huge cause of concern for someone who is healthy, [experts said](https://www.nytimes.com/2020/03/25/well/how-to-manage-stress-eating-or- not-eating.html). But in the long term, moderation is important. Your body’s physical stress response may affect what kinds of foods you are reaching for, drawing you more toward carbohydrates and foods that are high in fat. Take stock of how any stress and anxiety may have affected your eating habits.  If you think you’re snacking too much when you’re not hungry, it may help to allow some time to pass and distract yourself with another activity before grabbing more food. Try to add some healthy snacks like fruits and vegetables into your routine, if you can.  If you’re regularly not eating enough, find something you can tolerate eating, or drink a calorie-rich beverage, like a protein shake. If you’re forgetting to eat entirely, schedule your mealtimes into your calendar and treat meals like any other essential appointment. You can also set alarms as a reminder to drink some water, or eat something."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Where does the name coronavirus come from?,"The coronavirus looks like a ball covered with spikes. Its outline is almost like a crown. That’s how coronavirus got its name, because “corona” is Latin for crown.  Listen [A kid’s guide to coronavirus](https://www.nytimes.com/2020/03/27/podcasts/the-daily/kids- coronavirus.html) (A podcast from The Daily)","You shouldn’t. But if Skype, FaceTime or another app is an option, you can make a virtual visit. And there’s always the old-fashioned telephone call, too.  The virus is especially bad for older people like your grandma and grandpa, which means it’s even more important for them to [stay away from](https://www.nytimes.com/2020/03/20/parenting/grandparents-visit-safety- coronavirus.html) other people. It can be hard, but this keeps them healthier."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can you see the coronavirus? Does it have color?,"You need a microscope to see it, and the coronavirus is so small that it doesn’t have color. When you see colored pictures of them, that’s because scientists have actually added color so you can see the parts of the coronavirus more clearly.  Listen [A kid’s guide to coronavirus](https://www.nytimes.com/2020/03/27/podcasts/the-daily/kids- coronavirus.html) (A podcast from The Daily)","Stay home to [flatten the curve](https://www.nytimes.com/2020/03/11/science/coronavirus-curve- mitigation-infection.html), and don’t lose your mind by doing different activities like working your way through the [best 50 movies on Netflix right now](https://www.nytimes.com/interactive/2019/arts/television/best-movies-on- netflix.html), or by checking out the books on the nightstand you’ve been ignoring. Looking for new reading material? Check out this list of [52 books for 52 places](https://www.nytimes.com/2020/02/28/books/travel- reading-52-books-for-52-places-2020.html) so you can escape to a far away destination without dealing with travel restrictions or risk of illness.  Be sure to get up and stretch, because [exercise](https://www.nytimes.com/guides/well/how-to-build-muscle) can help burn off pent up energy. Here’s a [quick guide to an at-home workout](https://int.nyt.com/data/documenthelper/204-strength-home- workout-1/ac351695049524bfb879/optimized/full.pdf) where the only equipment you need is a resistance band. While you’re moving, spend some time disinfecting surfaces in your home to keep everything clean. The C.D.C. [recommends you clean and disinfect](https://www.cdc.gov/coronavirus/2019-ncov/prepare/prevention.html) high-contact surfaces, including tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks every day.  And check in with your loved ones. Social distancing doesn’t mean disconnecting from those you care about, and older relatives and friends are susceptible to loneliness, which researchers have found [comes with its own set of health hazard](https://www.nytimes.com/2016/09/06/health/lonliness- aging-health-effects.html)s. So make sure to FaceTime your parents and grandparents.  And if you have done all of those things, [watch this video](https://twitter.com/Schwarzenegger/status/1239383795205169152) of Arnold Schwarzenegger feeding a pony and a donkey in his kitchen."
NY Times,https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,Can I visit my grandparents?,"You shouldn’t. But if Skype, FaceTime or another app is an option, you can make a virtual visit. And there’s always the old-fashioned telephone call, too.  The virus is especially bad for older people like your grandma and grandpa, which means it’s even more important for them to [stay away from](https://www.nytimes.com/2020/03/20/parenting/grandparents-visit-safety- coronavirus.html) other people. It can be hard, but this keeps them healthier.","Everyone should be concerned about contracting the new coronavirus — if not for yourself, then to protect others who are at risk of becoming severely ill. As with the flu, the virus is more dangerous for people who are older than 60, people who have a weakened immune system, and people with an underlying condition, like diabetes, asthma or another chronic illness."
